source,target,distance
LG00168,LG00169,11.000
LG00169,LG00170,4.000
LG00170,LG00171,5.000
LG00171,LG00172,6.000
LG00172,LG00173,7.000
LG00173,LG00174,8.000
LG00174,LG00175,9.000
LG00175,LG00176,10.000
LG00176,LG00177,11.000
LG00177,LG00178,4.000
LG00178,LG00179,5.000
LG00179,LG00180,6.000
LG00180,LG00181,7.000
LG00181,LG00182,8.000
LG00182,LG00183,9.000
LG00183,LG00184,10.000
LG00184,LG00185,11.000
LG00185,LG00186,4.000
LG00186,LG00187,5.000
LG00187,LG00188,6.000
LG00188,LG00189,7.000
LG00189,LG00190,8.000
LG00190,LG00191,9.000
LG00191,LG00192,10.000
LG00192,LG00193,11.000
LG00193,LG00194,4.000
LG00194,LG00195,5.000
LG00195,LG00196,6.000
LG00196,LG00197,7.000
LG00197,LG00198,8.000
LG00198,LG00199,9.000
LG00199,LG00200,10.000
LG00200,LG00201,11.000
LG00201,LG00202,4.000
LG00202,LG00203,5.000
LG00203,LG00204,6.000
LG00204,LG00205,7.000
LG00205,LG00206,8.000
LG00206,LG00207,9.000
LG00207,LG00208,10.000
LG00208,LG00209,11.000
LG00209,LG00210,4.000
LG00210,LG00211,5.000
LG00211,LG00212,6.000
LG00212,LG00213,7.000
LG00213,LG00214,8.000
LG00214,LG00215,9.000
LG00215,LG00216,10.000
LG00216,LG00217,11.000
LG00217,LG00218,4.000
LG00218,LG00219,5.000
LG00219,LG00220,6.000
LG00220,LG00221,7.000
LG00221,LG00222,8.000
LG00222,LG00223,9.000
LG00223,LG00224,10.000
LG00224,LG00225,11.000
LG00225,LG00226,4.000
LG00226,LG00227,5.000
LG00227,LG00228,6.000
LG00228,LG00229,7.000
LG00229,LG00230,8.000
LG00230,LG00231,9.000
LG00231,LG00232,10.000
LG00232,LG00233,11.000
LG00233,LG00234,4.000
LG00234,LG00235,5.000
LG00235,LG00236,6.000
LG00236,LG00237,7.000
LG00237,LG00238,8.000
LG00238,LG00239,9.000
LG00239,LG00240,10.000
LG00240,LG00241,11.000
LG00241,LG00242,4.000
LG00242,LG00243,5.000
LG00243,LG00244,6.000
LG00244,LG00245,7.000
LG00245,LG00246,8.000
LG00246,LG00247,9.000
LG00247,LG00248,10.000
LG00248,LG00249,11.000
LG00249,LG00250,4.000
LG00250,LG00251,5.000
LG00251,LG00252,6.000
LG00252,LG00253,7.000
LG00253,LG00254,8.000
LG00254,LG00255,9.000
LG00255,LG00256,10.000
LG00256,LG00257,11.000
LG00257,LG00258,4.000
LG00258,LG00259,5.000
LG00259,LG00260,6.000
LG00260,LG00261,7.000
LG00261,LG00262,8.000
LG00262,LG00263,9.000
LG00263,LG00264,10.000
LG00264,LG00265,11.000
LG00265,LG00266,4.000
LG00266,LG00267,5.000
LG00267,LG00268,6.000
LG00268,LG00269,7.000
LG00269,LG00270,8.000
LG00270,LG00271,9.000
LG00271,LG00272,10.000
LG00272,LG00273,11.000
LG00273,LG00274,4.000
LG00274,LG00275,5.000
LG00275,LG00276,6.000
LG00276,LG00277,7.000
LG00277,LG00278,8.000
LG00278,LG00279,9.000
LG00279,LG00280,10.000
LG00280,LG00281,11.000
LG00281,LG00282,4.000
LG00282,LG00283,5.000
LG00283,LG00284,6.000
LG00284,LG00285,7.000
LG00285,LG00286,8.000
LG00286,LG00287,9.000
LG00287,LG00288,10.000
LG00288,LG00289,11.000
LG00289,LG00290,4.000
LG00290,LG00291,5.000
LG00291,LG00292,6.000
LG00292,LG00293,7.000
LG00293,LG00294,8.000
LG00294,LG00295,9.000
LG00295,LG00296,10.000
LG00296,LG00297,11.000
LG00297,LG00298,4.000
LG00298,LG00299,5.000
LG00299,LG00300,6.000
LG00300,LG00301,7.000
LG00301,LG00302,8.000
LG00302,LG00303,9.000
LG00303,LG00304,10.000
LG00304,LG00305,11.000
LG00305,LG00306,4.000
LG00306,LG00307,5.000
LG00307,LG00308,6.000
LG00308,LG00309,7.000
LG00309,LG00310,8.000
LG00310,LG00311,9.000
LG00311,LG00312,10.000
LG00312,LG00313,11.000
LG00313,LG00314,4.000
LG00314,LG00315,5.000
LG00315,LG00316,6.000
LG00316,LG00317,7.000
LG00317,LG00318,8.000
LG00318,LG00319,9.000
LG00319,LG00320,10.000
LG00320,LG00321,11.000
LG00321,LG00322,4.000
LG00322,LG00323,5.000
LG00323,LG00324,6.000
LG00324,LG00325,7.000
LG00325,LG00326,8.000
LG00326,LG00327,9.000
LG00327,LG00328,10.000
LG00328,LG00329,11.000
LG00329,LG00330,4.000
LG00330,LG00331,5.000
LG00331,LG00332,6.000
LG00332,LG00333,7.000
LG00333,LG00334,8.000
LG00334,LG00335,9.000
LG00335,LG00336,10.000
LG00336,LG00337,11.000
LG00337,LG00338,4.000
LG00338,LG00339,5.000
LG00339,LG00340,6.000
LG00340,LG00341,7.000
LG00341,LG00342,8.000
LG00342,LG00343,9.000
LG00343,LG00344,10.000
LG00344,LG00345,11.000
LG00345,LG00346,4.000
LG00346,LG00347,5.000
LG00347,LG00348,6.000
LG00348,LG00349,7.000
LG00349,LG00350,8.000
LG00350,LG00351,9.000
LG00351,LG00352,10.000
LG00352,LG00353,11.000
LG00353,LG00354,4.000
LG00354,LG00355,5.000
LG00355,LG00356,6.000
LG00356,LG00357,7.000
LG00357,LG00358,8.000
LG00358,LG00359,9.000
LG00359,LG00360,10.000
LG00360,LG00361,11.000
LG00361,LG00362,4.000
LG00362,LG00363,5.000
LG00363,LG00364,6.000
LG00364,LG00365,7.000
LG00365,LG00366,8.000
LG00366,LG00367,9.000
LG00367,LG00368,10.000
LG00368,LG00369,11.000
LG00369,LG00370,4.000
LG00370,LG00371,5.000
LG00371,LG00372,6.000
LG00372,LG00373,7.000
LG00373,LG00374,8.000
LG00374,LG00375,9.000
LG00375,LG00376,10.000
LG00376,LG00377,11.000
LG00377,LG00378,4.000
LG00378,LG00379,5.000
LG00379,LG00380,6.000
LG00380,LG00381,7.000
LG00381,LG00382,8.000
LG00382,LG00383,9.000
LG00383,LG00384,10.000
LG00384,LG00385,11.000
LG00385,LG00386,4.000
LG00386,LG00387,5.000
LG00387,LG00388,6.000
LG00388,LG00389,7.000
LG00389,LG00390,8.000
LG00390,LG00391,9.000
LG00391,LG00392,10.000
LG00392,LG00393,11.000
LG00393,LG00394,4.000
LG00394,LG00395,5.000
LG00395,LG00396,6.000
LG00396,LG00397,7.000
LG00397,LG00398,8.000
LG00398,LG00399,9.000
LG00399,LG00400,10.000
LG00400,LG00401,11.000
LG00401,LG00402,4.000
LG00402,LG00403,5.000
LG00403,LG00404,6.000
LG00404,LG00405,7.000
LG00405,LG00406,8.000
LG00406,LG00407,9.000
LG00407,LG00408,10.000
LG00408,LG00409,11.000
LG00409,LG00410,4.000
LG00410,LG00411,5.000
LG00411,LG00412,6.000
LG00412,LG00413,7.000
LG00413,LG00414,8.000
LG00414,LG00415,9.000
LG00415,LG00416,10.000
LG00416,LG00417,11.000
LG00417,LG00418,4.000
LG00418,LG00419,5.000
LG00419,LG00420,6.000
LG00420,LG00421,7.000
LG00421,LG00422,8.000
LG00422,LG00423,9.000
LG00423,LG00424,10.000
LG00424,LG00425,11.000
LG00425,LG00426,4.000
LG00426,LG00427,5.000
LG00427,LG00428,6.000
LG00428,LG00429,7.000
LG00429,LG00430,8.000
LG00430,LG00431,9.000
LG00431,LG00432,10.000
LG00432,LG00433,11.000
LG00433,LG00434,4.000
LG00434,LG00435,5.000
LG00435,LG00436,6.000
LG00436,LG00437,7.000
LG00437,LG00438,8.000
LG00438,LG00439,9.000
LG00439,LG00440,10.000
LG00440,LG00441,11.000
LG00441,LG00442,4.000
LG00442,LG00443,5.000
LG00443,LG00444,6.000
LG00444,LG00445,7.000
LG00445,LG00446,8.000
LG00446,LG00447,9.000
LG00447,LG00448,10.000
LG00448,LG00449,11.000
LG00449,LG00450,4.000
LG00450,LG00451,5.000
LG00451,LG00452,6.000
LG00452,LG00453,7.000
LG00453,LG00454,8.000
LG00454,LG00455,9.000
LG00455,LG00456,10.000
LG00456,LG00457,11.000
LG00457,LG00458,4.000
LG00458,LG00459,5.000
LG00459,LG00460,6.000
LG00460,LG00461,7.000
LG00461,LG00462,8.000
LG00462,LG00463,9.000
LG00463,LG00464,10.000
LG00464,LG00465,11.000
LG00465,LG00466,4.000
LG00466,LG00467,5.000
LG00467,LG00468,6.000
LG00468,LG00469,7.000
LG00469,LG00470,8.000
LG00470,LG00471,9.000
LG00471,LG00472,10.000
LG00472,LG00473,11.000
LG00473,LG00474,4.000
LG00474,LG00475,5.000
LG00475,LG00476,6.000
LG00476,LG00477,7.000
LG00477,LG00478,8.000
LG00478,LG00479,9.000
LG00479,LG00480,10.000
LG00480,LG00481,11.000
LG00481,LG00482,4.000
LG00482,LG00483,5.000
LG00483,LG00484,6.000
LG00484,LG00485,7.000
LG00485,LG00486,8.000
LG00486,LG00487,9.000
LG00487,LG00488,10.000
LG00488,LG00489,11.000
LG00489,LG00490,4.000
LG00490,LG00491,5.000
LG00491,LG00492,6.000
LG00492,LG00493,7.000
LG00493,LG00494,8.000
LG00494,LG00495,9.000
LG00495,LG00496,10.000
LG00496,LG00497,11.000
LG00497,LG00498,4.000
LG00498,LG00499,5.000
LG00499,LG00500,6.000
LG00500,LG00501,7.000
LG00501,LG00502,8.000
LG00502,LG00503,9.000
LG00503,LG00504,10.000
LG00504,LG00505,11.000
LG00505,LG00506,4.000
LG00506,LG00507,5.000
LG00507,LG00508,6.000
LG00508,LG00509,7.000
LG00509,LG00510,8.000
LG00510,LG00511,9.000
LG00511,LG00512,10.000
LG00512,LG00513,11.000
LG00513,LG00514,4.000
LG00514,LG00515,5.000
LG00515,LG00516,6.000
LG00516,LG00517,7.000
LG00517,LG00518,8.000
LG00518,LG00519,9.000
LG00519,LG00520,10.000
LG00520,LG00521,11.000
LG00521,LG00522,4.000
LG00522,LG00523,5.000
LG00523,LG00524,6.000
LG00524,LG00525,7.000
LG00525,LG00526,8.000
LG00526,LG00527,9.000
LG00527,LG00528,10.000
LG00528,LG00529,11.000
LG00529,LG00530,4.000
LG00530,LG00531,5.000
LG00531,LG00532,6.000
LG00532,LG00533,7.000
LG00533,LG00534,8.000
LG00534,LG00535,9.000
LG00535,LG00536,10.000
LG00536,LG00537,11.000
LG00537,LG00538,4.000
LG00538,LG00539,5.000
LG00539,LG00540,6.000
LG00540,LG00541,7.000
LG00541,LG00542,8.000
LG00542,LG00543,9.000
LG00543,LG00544,10.000
LG00544,LG00545,11.000
LG00545,LG00546,4.000
LG00546,LG00547,5.000
LG00547,LG00548,6.000
LG00548,LG00549,7.000
LG00549,LG00550,8.000
LG00550,LG00551,9.000
LG00551,LG00552,10.000
LG00552,LG00553,11.000
LG00553,LG00554,4.000
LG00554,LG00555,5.000
LG00555,LG00556,6.000
LG00556,LG00557,7.000
LG00557,LG00558,8.000
LG00558,LG00559,9.000
LG00559,LG00560,10.000
LG00560,LG00561,11.000
LG00561,LG00562,4.000
LG00562,LG00563,5.000
LG00563,LG00564,6.000
LG00564,LG00565,7.000
LG00565,LG00566,8.000
LG00566,LG00567,9.000
LG00567,LG00568,10.000
LG00568,LG00569,11.000
LG00569,LG00570,4.000
LG00570,LG00571,5.000
LG00571,LG00572,6.000
LG00572,LG00573,7.000
LG00573,LG00574,8.000
LG00574,LG00575,9.000
LG00575,LG00576,10.000
LG00576,LG00577,11.000
LG00577,LG00578,4.000
LG00578,LG00579,5.000
LG00579,LG00580,6.000
LG00580,LG00581,7.000
LG00581,LG00582,8.000
LG00582,LG00583,9.000
LG00583,LG00584,10.000
LG00584,LG00585,11.000
LG00585,LG00586,4.000
LG00586,LG00587,5.000
LG00587,LG00588,6.000
LG00588,LG00589,7.000
LG00589,LG00590,8.000
LG00590,LG00591,9.000
LG00591,LG00592,10.000
LG00592,LG00593,11.000
LG00593,LG00594,4.000
LG00594,LG00595,5.000
LG00595,LG00596,6.000
LG00596,LG00597,7.000
LG00597,LG00598,8.000
LG00598,LG00599,9.000
LG00599,LG00600,10.000
LG00600,LG00601,11.000
LG00601,LG00602,4.000
LG00602,LG00603,5.000
LG00603,LG00604,6.000
LG00604,LG00605,7.000
LG00605,LG00606,8.000
LG00606,LG00607,9.000
LG00607,LG00608,10.000
LG00608,LG00609,11.000
LG00609,LG00610,4.000
LG00610,LG00611,5.000
LG00611,LG00612,6.000
LG00612,LG00613,7.000
LG00613,LG00614,8.000
LG00614,LG00615,9.000
LG00615,LG00616,10.000
LG00616,LG00617,11.000
LG00617,LG00618,4.000
LG00618,LG00619,5.000
LG00619,LG00620,6.000
LG00620,LG00621,7.000
LG00621,LG00622,8.000
LG00622,LG00623,9.000
LG00623,LG00624,10.000
LG00624,LG00625,11.000
LG00625,LG00626,4.000
LG00626,LG00627,5.000
LG00627,LG00628,6.000
LG00628,LG00629,7.000
LG00629,LG00630,8.000
LG00630,LG00631,9.000
LG00631,LG00632,10.000
LG00632,LG00633,11.000
LG00633,LG00634,4.000
LG00634,LG00635,5.000
LG00635,LG00636,6.000
LG00636,LG00637,7.000
LG00637,LG00638,8.000
LG00638,LG00639,9.000
LG00639,LG00640,10.000
LG00640,LG00641,11.000
LG00641,LG00642,4.000
LG00642,LG00643,5.000
LG00643,LG00644,6.000
LG00644,LG00645,7.000
LG00645,LG00646,8.000
LG00646,LG00647,9.000
LG00647,LG00648,10.000
LG00648,LG00649,11.000
LG00649,LG00650,4.000
LG00650,LG00651,5.000
LG00651,LG00652,6.000
LG00652,LG00653,7.000
LG00653,LG00654,8.000
LG00654,LG00655,9.000
LG00655,LG00656,10.000
LG00656,LG00657,11.000
LG00657,LG00658,4.000
LG00658,LG00659,5.000
LG00659,LG00660,6.000
LG00660,LG00661,7.000
LG00661,LG00662,8.000
LG00662,LG00663,9.000
LG00663,LG00664,10.000
LG00664,LG00665,11.000
LG00665,LG00666,4.000
LG00666,LG00667,5.000
LG00667,LG00668,6.000
LG00668,LG00669,7.000
LG00669,LG00670,8.000
LG00670,LG00671,9.000
LG00671,LG00672,10.000
LG00672,LG00673,11.000
LG00673,LG00674,4.000
LG00674,LG00675,5.000
LG00675,LG00676,6.000
LG00676,LG00677,7.000
LG00677,LG00678,8.000
LG00678,LG00679,9.000
LG00679,LG00680,10.000
LG00680,LG00681,11.000
LG00681,LG00682,4.000
LG00682,LG00683,5.000
LG00683,LG00684,6.000
LG00684,LG00685,7.000
LG00685,LG00686,8.000
LG00686,LG00687,9.000
LG00687,LG00688,10.000
LG00688,LG00689,11.000
LG00689,LG00690,4.000
LG00690,LG00691,5.000
LG00691,LG00692,6.000
LG00692,LG00693,7.000
LG00693,LG00694,8.000
LG00694,LG00695,9.000
LG00695,LG00696,10.000
LG00696,LG00697,11.000
LG00697,LG00698,4.000
LG00698,LG00699,5.000
LG00699,LG00700,6.000
LG00700,LG00701,7.000
LG00701,LG00702,8.000
LG00702,LG00703,9.000
LG00703,LG00704,10.000
LG00704,LG00705,11.000
LG00705,LG00706,4.000
LG00706,LG00707,5.000
LG00707,LG00708,6.000
LG00708,LG00709,7.000
LG00709,LG00710,8.000
LG00710,LG00711,9.000
LG00711,LG00712,10.000
LG00712,LG00713,11.000
LG00713,LG00714,4.000
LG00714,LG00715,5.000
LG00715,LG00716,6.000
LG00716,LG00717,7.000
LG00717,LG00718,8.000
LG00718,LG00719,9.000
LG00719,LG00720,10.000
LG00720,LG00721,11.000
LG00721,LG00722,4.000
LG00722,LG00723,5.000
LG00723,LG00724,6.000
LG00724,LG00725,7.000
LG00725,LG00726,8.000
LG00726,LG00727,9.000
LG00727,LG00728,10.000
LG00728,LG00729,11.000
LG00729,LG00730,4.000
LG00730,LG00731,5.000
LG00731,LG00732,6.000
LG00732,LG00733,7.000
LG00733,LG00734,8.000
LG00734,LG00735,9.000
LG00735,LG00736,10.000
LG00736,LG00737,11.000
LG00737,LG00738,4.000
LG00738,LG00739,5.000
LG00739,LG00740,6.000
LG00740,LG00741,7.000
LG00741,LG00742,8.000
LG00742,LG00743,9.000
LG00743,LG00744,10.000
LG00744,LG00745,11.000
LG00745,LG00746,4.000
LG00746,LG00747,5.000
LG00747,LG00748,6.000
LG00748,LG00749,7.000
LG00749,LG00750,8.000
LG00750,LG00751,9.000
LG00751,LG00752,10.000
LG00752,LG00753,11.000
LG00753,LG00754,4.000
LG00754,LG00755,5.000
LG00755,LG00756,6.000
LG00756,LG00757,7.000
LG00757,LG00758,8.000
LG00758,LG00759,9.000
LG00759,LG00760,10.000
LG00760,LG00761,11.000
LG00761,LG00762,4.000
LG00762,LG00763,5.000
LG00763,LG00764,6.000
LG00764,LG00765,7.000
LG00765,LG00766,8.000
LG00766,LG00767,9.000
LG00767,LG00768,10.000
LG00768,LG00769,11.000
LG00769,LG00770,4.000
LG00770,LG00771,5.000
LG00771,LG00772,6.000
LG00772,LG00773,7.000
LG00773,LG00774,8.000
LG00774,LG00775,9.000
LG00775,LG00776,10.000
LG00776,LG00777,11.000
LG00777,LG00778,4.000
LG00778,LG00779,5.000
LG00779,LG00780,6.000
LG00780,LG00781,7.000
LG00781,LG00782,8.000
LG00782,LG00783,9.000
LG00783,LG00784,10.000
LG00784,LG00785,11.000
LG00785,LG00786,4.000
LG00786,LG00787,5.000
LG00787,LG00788,6.000
LG00788,LG00789,7.000
LG00789,LG00790,8.000
LG00790,LG00791,9.000
LG00791,LG00792,10.000
LG00792,LG00793,11.000
LG00793,LG00794,4.000
LG00794,LG00795,5.000
LG00795,LG00796,6.000
LG00796,LG00797,7.000
LG00797,LG00798,8.000
LG00798,LG00799,9.000
LG00799,LG00800,10.000
LG00800,LG00801,11.000
LG00801,LG00802,4.000
LG00802,LG00803,5.000
LG00803,LG00804,6.000
LG00804,LG00805,7.000
LG00805,LG00806,8.000
LG00806,LG00807,9.000
LG00807,LG00808,10.000
LG00808,LG00809,11.000
LG00809,LG00810,4.000
LG00810,LG00811,5.000
LG00811,LG00812,6.000
LG00812,LG00813,7.000
LG00813,LG00814,8.000
LG00814,LG00815,9.000
LG00815,LG00816,10.000
LG00816,LG00817,11.000
LG00817,LG00818,4.000
LG00818,LG00819,5.000
LG00819,LG00820,6.000
LG00820,LG00821,7.000
LG00821,LG00822,8.000
LG00822,LG00823,9.000
LG00823,LG00824,10.000
LG00824,LG00825,11.000
LG00825,LG00826,4.000
LG00826,LG00827,5.000
LG00827,LG00828,6.000
LG00828,LG00829,7.000
LG00829,LG00830,8.000
LG00830,LG00831,9.000
LG00831,LG00832,10.000
LG00832,LG00833,11.000
LG00833,LG00834,4.000
LG00834,LG00835,5.000
LG00835,LG00836,6.000
LG00836,LG00837,7.000
LG00837,LG00838,8.000
LG00838,LG00839,9.000
LG00839,LG00840,10.000
LG00840,LG00841,11.000
LG00841,LG00842,4.000
LG00842,LG00843,5.000
LG00843,LG00844,6.000
LG00844,LG00845,7.000
LG00845,LG00846,8.000
LG00846,LG00847,9.000
LG00847,LG00848,10.000
LG00848,LG00849,11.000
LG00849,LG00850,4.000
LG00850,LG00851,5.000
LG00851,LG00852,6.000
LG00852,LG00853,7.000
LG00853,LG00854,8.000
LG00854,LG00855,9.000
LG00855,LG00856,10.000
LG00856,LG00857,11.000
LG00857,LG00858,4.000
LG00858,LG00859,5.000
LG00859,LG00860,6.000
LG00860,LG00861,7.000
LG00861,LG00862,8.000
LG00862,LG00863,9.000
LG00863,LG00864,10.000
LG00864,LG00865,11.000
LG00865,LG00866,4.000
LG00866,LG00867,5.000
LG00867,LG00868,6.000
LG00868,LG00869,7.000
LG00869,LG00870,8.000
LG00870,LG00871,9.000
LG00871,LG00872,10.000
LG00872,LG00873,11.000
LG00873,LG00874,4.000
LG00874,LG00875,5.000
LG00875,LG00876,6.000
LG00876,LG00877,7.000
LG00877,LG00878,8.000
LG00878,LG00879,9.000
LG00879,LG00880,10.000
LG00880,LG00881,11.000
LG00881,LG00882,4.000
LG00882,LG00883,5.000
LG00883,LG00884,6.000
LG00884,LG00885,7.000
LG00885,LG00886,8.000
LG00886,LG00887,9.000
LG00887,LG00888,10.000
LG00888,LG00889,11.000
LG00889,LG00890,4.000
LG00890,LG00891,5.000
LG00891,LG00892,6.000
LG00892,LG00893,7.000
LG00893,LG00894,8.000
LG00894,LG00895,9.000
LG00895,LG00896,10.000
LG00896,LG00897,11.000
LG00897,LG00898,4.000
LG00898,LG00899,5.000
LG00899,LG00900,6.000
LG00900,LG00901,7.000
LG00901,LG00902,8.000
LG00902,LG00903,9.000
LG00903,LG00904,10.000
LG00904,LG00905,11.000
LG00905,LG00906,4.000
LG00906,LG00907,5.000
LG00907,LG00908,6.000
LG00908,LG00909,7.000
LG00909,LG00910,8.000
LG00910,LG00911,9.000
LG00911,LG00912,10.000
LG00912,LG00913,11.000
LG00913,LG00914,4.000
LG00914,LG00915,5.000
LG00915,LG00916,6.000
LG00916,LG00917,7.000
LG00917,LG00918,8.000
LG00918,LG00919,9.000
LG00919,LG00920,10.000
LG00920,LG00921,11.000
LG00921,LG00922,4.000
LG00922,LG00923,5.000
LG00923,LG00924,6.000
LG00924,LG00925,7.000
LG00925,LG00926,8.000
LG00926,LG00927,9.000
LG00927,LG00928,10.000
LG00928,LG00929,11.000
LG00929,LG00930,4.000
LG00930,LG00931,5.000
LG00931,LG00932,6.000
LG00932,LG00933,7.000
LG00933,LG00934,8.000
LG00934,LG00935,9.000
LG00935,LG00936,10.000
LG00936,LG00937,11.000
LG00937,LG00938,4.000
LG00938,LG00939,5.000
LG00939,LG00940,6.000
LG00940,LG00941,7.000
LG00941,LG00942,8.000
LG00942,LG00943,9.000
LG00943,LG00944,10.000
LG00944,LG00945,11.000
LG00945,LG00946,4.000
LG00946,LG00947,5.000
LG00947,LG00948,6.000
LG00948,LG00949,7.000
LG00949,LG00950,8.000
LG00950,LG00951,9.000
LG00951,LG00952,10.000
LG00952,LG00953,11.000
LG00953,LG00954,4.000
LG00954,LG00955,5.000
LG00955,LG00956,6.000
LG00956,LG00957,7.000
LG00957,LG00958,8.000
LG00958,LG00959,9.000
LG00959,LG00960,10.000
LG00960,LG00961,11.000
LG00961,LG00962,4.000
LG00962,LG00963,5.000
LG00963,LG00964,6.000
LG00964,LG00965,7.000
LG00965,LG00966,8.000
LG00966,LG00967,9.000
LG00967,LG00968,10.000
LG00968,LG00969,11.000
LG00969,LG00970,4.000
LG00970,LG00971,5.000
LG00971,LG00972,6.000
LG00972,LG00973,7.000
LG00973,LG00974,8.000
LG00974,LG00975,9.000
LG00975,LG00976,10.000
LG00976,LG00977,11.000
LG00977,LG00978,4.000
LG00978,LG00979,5.000
LG00979,LG00980,6.000
LG00980,LG00981,7.000
LG00981,LG00982,8.000
LG00982,LG00983,9.000
LG00983,LG00984,10.000
LG00984,LG00985,11.000
LG00985,LG00986,4.000
LG00986,LG00987,5.000
LG00987,LG00988,6.000
LG00988,LG00989,7.000
LG00989,LG00990,8.000
LG00990,LG00991,9.000
LG00991,LG00992,10.000
LG00992,LG00993,11.000
LG00993,LG00994,4.000
LG00994,LG00995,5.000
LG00995,LG00996,6.000
LG00996,LG00997,7.000
LG00997,LG00998,8.000
LG00998,LG00999,9.000
LG00999,LG01000,10.000
